Sentiments,Sentiment Label,Posting Time,Contents
0.08423162573125376,Negative,2023/3/22 2:43,请问新京报还记得当年你是怎么评论刘学州的吗？我替你记着呢！
0.001751124103384516,Negative,2023/3/21 20:26,本该朝气勃勃的年轻人为啥要去问神佛，更该反思的难道不是国家、社会、单位？
5.417193360557349e-10,Negative,2023/3/21 20:36,你要批就不能只批年轻人不上学不上进只上香 你还要批考研卷上了400分 批150进不了京考面试 批寒意侵袭的秋招春招 批剥削廉价劳动力的资本家 批一年年上涨的物价 居高不下的房价 批日渐严重的老龄化 拿不出还要从年轻人手里骗的养老金 批吃饱了没事干也没志向去挑大粪的媒体 你觉得我说的对吗？新京报
0.6716759865397823,Positive,2023/3/21 20:24,你看看这个配图，里面有几个是年轻人？
0.08170026213939796,Negative,2023/3/21 18:15,上学：“小镇做题家” 上班：“不愿脱下长衫” 什么也不做：“年轻人不上学不上进只上香”
0.10588588647283381,Negative,2023/3/21 17:31,某京报是啥成分报告，建议取消，不要管那么宽！
0.25675122044277143,Negative,2023/3/21 16:23,我不仅上香 我还给你上坟呢
0.4733025707290799,Negative,2023/8/5 21:40,上班和上进怎么选呢！算了～还是上香吧！ （今天能黑两个度） 苏州·重元寺
0.8943641890034033,Positive,2023/7/29 18:21,雍和宫 法物流通处柜台图    北京·雍和宫
0.5920107134383448,Positive,2023/7/23 9:18,我宣布我已经有精神寄托了 这个月上班感恩普贤菩萨🙏 抢到宿舍感恩文殊菩萨🙏 真实演绎
0.3928539577400386,Negative,2023/7/22 17:12,「卷 ～卷 ～卷」 现在“求佛”的人越来越多了，年轻主力军的加入。佛也被卷～～ 佛祖:“这逼班不上也罢” 我:“我佛慈悲，再听听我这凡人小小的心愿吧”
0.0014132556610484404,Negative,2023/7/21 22:06,关于自己的日常…一周更一次…因为没啥时间受伤了 减少了锻炼频率 …也顺带又换了新的教练…希望能跟的长久点…（教练很实诚第一句就是你确定你需要找教练？你这随便都是教人的我就当他奉承我吧）四果汤是夏天必备的神器…闺蜜送的手链很喜欢…我喜欢一切关于寺庙的东西很多年前就是 我是单纯的觉得那个氛围和香气让我心安 日常保养很有必要…每次感觉皮肤不错 清完闭口一脸红肿
0.4556570099475876,Negative,2023/5/29 14:23,巧了 不仅给全家上香 还给姥姥请串
0.7423908788221542,Positive,2023/5/29 12:15,我就爱上香，你能咋滴！雍和宫白云观我的精神寄托。 我不光烧香，我还算命，我还会算命 咋滴
0.06300721143796573,Negative,2023/5/29 11:11,我觉得也是一种上进吧 就想自己的生命里 是不是还有一种美好的东西 在前面等着我 证明他还有上进心 ——余华
8.040206844006637e-05,Negative,2023/5/5 16:59,最近一个热门的话题引起了我的思考，年轻人为什么越来越喜欢去寺庙？有人说这是迷信，不信科学信宗教，也有人说这是一种躺平的心态，根本不值得推崇，但我却通过这种现象有了更深入的思考。当代年轻人之所以热衷去寺庙，根源在于社会环境压力太大，在现实中很难获得认可和支持，他们感到焦虑、迷茫，找不到前行的方向，所以只能去一个与世隔绝的地方，寻得片刻的宁静，诉说自己现实中无法实现的愿望。想一想我们的父辈，他们成长于改开的春风之中，那时候中国百业待兴，胆大敢做敢闯就有可能打拼出一份自己的事业。再想一想我们的兄长，他们虽然错过了大学毕业包分配的历史良机，但当他们进入社会的时候，正好遇到了中国加入世贸之后的黄金十年，经济高速腾飞，房价也处于温和可控的范围，努努力，也能过上不错的生活。但是等到现在这批90后和00后的年轻人进入社会工作的时候，他们面对的是什么环境？赚钱的教培行业被调控，高薪的互联网行业发展遇到了瓶颈，楼市经过几轮上涨，已经到了他们只敢远观的地步。当他们996加班月薪只有6000却要面对均价3-4万的房价时，他们一定会问自己一个问题——努力的意义到底是什么？这就是当代年轻人热衷于去寺庙的内在原因，根源还是社会环境催生的群体现象，而不是很多人批评的迷信、躺平、没斗志，任何离开现实空谈理想的行为，通通都是甩流氓！
0.0037641450493117734,Negative,2023/5/1 8:12,突然理解了马克思说的，古代人为什么信神佛宗教，也明白印度为什么信奉来世，是因为现实过于无望。有些人不是没有慈悲心，只是站在上面太久了，又或许是为了流量博眼球，才会听不见下面的哭声，写这些搞笑点评。 虽然生活很难，但还是要努力的生活下去💪
0.9834534939497307,Positive,2023/4/29 16:06,我的努力方式： 祖宗保佑 菩萨保佑 财神保佑 月老保佑🙏嘉兴·福严寺佛教文化旅游区 嘉兴·福严禅寺
0.019962659123108684,Negative,2023/4/24 22:48,天天年轻人长年轻人短，管好你自己好不好别一天到晚责怪别人不上进
0.07771713456063067,Negative,2023/4/20 21:13,呵，年轻人这点自由都没了么？？？
0.39092845909087615,Negative,2023/4/19 8:33,原帖在哪里啊，我想去评论聊聊天。
0.2142609278916352,Negative,2023/4/18 2:30,每天七点二十起床去nus上课 还好只上上午..🥱 明天我必吃到松发肉骨茶
0.2500691234857493,Negative,2023/4/16 2:51,无论是以前文学作品的批判，还是当今世界的“呐喊”，都没有什么大用。如果硬要说是有用，也许，这只体现在人民群众与“人民”的用处上罢
0.7135724948867667,Positive,2023/4/15 13:41,近日，关于的话题冲上热搜，资料介绍称如今一些年轻人格外偏爱寺庙游，到清幽禅静中去寻找心灵慰藉，将人生转机寄托于超自然力量，成为一个引人关注的社会现象，引人深思。
0.00048429288685969407,Negative,2023/4/12 15:06,如何避免班上不下去了？职场上，找个干活搭子，互相精神支持，业务互帮互助，熬过一个又一个恶心的老板，不合理的任务，冗长的加班夜。假如你有了，务必好好珍惜TA有助于延长职业寿命，避免冲动辞职和抑郁。
0.017964475884005293,Negative,2023/4/10 9:19,和买彩票的行为一样，这类人多了，说明年轻人上升通道变窄了，贫富差距越来越大，只能寄希望于心灵安慰和幻想
0.11738708746877424,Negative,2023/4/10 8:57,十八岁了还要上课偷溜出去透气…
0.018789496458756272,Negative,2023/4/9 11:21,一个洞察：越是充满不确定性的时候，越是难以把握个体命运的时候，年轻人越是有可能把时间投入在健身、养宠和烧香上。因为这三样都属于那种在不确定性的大背景下，为数不多可以抓住的确定性：身体不会欺骗你，主子不会抛下你，佛祖不会假装看不见你。 北京·雍和宫
0.4820134326331129,Negative,2023/4/7 22:17,还有一个没有提到的，更多的人涌向了橘子洲头。
0.33528245429190817,Negative,2023/4/6 22:06,虽然说烧香拜佛并不能真正帮助人们解决愿望，但至少可以给普通人一个与自己内心对话的机会，让焦虑的灵魂暂时得到心理寄托，那一刻身心是可以得到抚慰的。同时，寺庙之地，人们都会低声交流，谦虚礼让，非常有耐心，把自己最善良的一面展现出来。虽然是暂时的，但也算是一种功德。
3.4685219141294965e-09,Negative,2023/4/6 21:32,只谈奉献不谈回报，一个年轻人，正常工作正常生活正常纳税正常消费，不违法犯罪不游行示威，没有不良嗜好，在其他任何国家都算良好公民，在这里叫躺平。996不够上进，还要多上进才叫上进？一天干30个小时？只上班不拿工资？你怎么不叫奶牛只产奶不吃草？怎么不让车不加油冲电还能一直跑？
0.999401856192493,Positive,2023/4/4 16:00,？ 私以为你们可能是不太懂当代青年： 奋斗一直是我们的底色，但年轻人也有情感的刚需！  为此，省呗君特意举办一场仿句大赛！ 带话题  并-官微 省呗君将随机翻牌送出50元京东卡哦！快来加入吧
0.7171606309014964,Positive,2023/4/5 18:14,句句不谈薪资 条条不离奉献 桩桩不谈好处 事事皆讲境界
0.9862513860862782,Positive,2023/4/4 18:03,平常心是什么？ 平常心就是清净心。有了清净心就有了定力。有了定力，就有了智慧。有了智慧就有了慈悲。有了慈悲就有了功德。修一颗平常心，修一世功德
0.04005509279404662,Negative,2023/4/1 12:18,年轻人不上进的话，年轻人会去求？ 难道不是因为很上进 所以才来道观求祖师爷护佑 希望更好
0.2729659706043872,Negative,2023/3/30 15:38,看来年轻人求助神祇只是一种轮回
0.12141411755203202,Negative,2023/3/29 17:14,我这个菜鸡 现在连跳绳身体都会出状况   为什么不去寻找这背后的问题在哪里 只内卷而没有进化无意义
0.11372493151536833,Negative,2023/3/29 13:11,我就是其中一员，且年数已久，管用。  今日时隔一年，又来一百零八拜。敲个钟祈求单位妖怪烟消云散，在塔楼吹个风神清气爽。  喝茶，抄经，溜猫，好个自在逍遥。
0.18036711147914164,Negative,2023/3/27 8:32,年轻人不容易，上香求什么，求工作求爱情？ .
0.14293180544156225,Negative,2023/3/27 11:34,我就烧我就烧我就烧我下周下下周下下周我还去🙏
0.3831116129515032,Negative,2023/3/27 7:55,周一早八打工人起不来  雍和宫上香九点开门七点排长队  北京·雍和宫
0.39038362622734457,Negative,2023/3/26 16:56,此次弄岗秘境游览体验，联系本周新京报评年轻人寺庙游，感触颇深。对于年轻群体的这一行为，实在能理解，媒体着急否定也着实不妥。求神拜佛不失为一种解压途径，但绝不是唯一的。如若真正想减少焦虑，与其寄托于虚无，将倒不如下乡走走。观生灵百态，品自然风光，或许更能沉淀浮躁的心灵 崇左·龙州
0.5260263857431906,Positive,2023/3/26 15:31,还真基本都是年轻人 杭州·灵隐寺
0.07944315982485761,Negative,2023/3/26 10:07,今天又去寺庙上香了上香和不上进没有任何冲突。完全没有影响我生活，也没有影响我继续努力搞钱！而且让自己开心，又心安理得，多好的事儿。
0.010177481605494254,Negative,2023/3/25 22:17,你他妈最好天天跪着祈祷我只上香别上山更别上红船。 不然你他妈会知道什么叫连个香也上不成
0.805526217775319,Positive,2023/3/25 20:59,法国总统马克龙要是知道年轻人只上香的话，做梦都要笑醒
0.19613042844006856,Negative,2023/3/25 19:33,在上进和上班之间，也没忘记上香
0.8630368823996676,Positive,2023/3/25 17:45,“知足吧，看看🇫🇷的年轻人准备给马克龙上香了”
0.7645494901098949,Positive,2023/3/25 15:26,上香就知足了吧 搁三十年前年轻人都是上街
0.02483884068356379,Negative,2023/3/24 23:11,不然呢，不上香的话，去给无良媒体，无良专家上坟哇
1.8023969317049193e-08,Negative,2023/3/24 21:37,我不信这些，不避谶也没有宗教信仰，但我不觉得人家上个香碍了谁的事。图里这些是随手拍的。孔子的像、范仲淹的像……红绸和木牌是具象的愿望，太重了，只有最粗壮的古树才能承受得住。有求上岸的，有求健康的，前阵子甚至看到一张木牌上写着“希望我和某某某考上同一所初中”，又辛酸又可爱。辛酸的是现在小孩连上初中也要“考”，可爱的是这个年纪天大的忧愁也不过是不能和某某某分到同一所学校。人一辈子区区几十年，大多不过一米来高，却要背着这样多的东西，想想就不堪重负。怜我世人，忧患何多。
0.8752709444583273,Positive,2023/3/24 15:07,我命由天不由我，拜佛秘笈   想拿offer，去卧佛寺，卧佛寺谐音“offers”； 考研上岸，去灵隐寺，寺内有保金榜题名的普贤菩萨； 事业成功，去雍和宫，雍正经历了九子夺嫡，搞事业王者。  《了凡四训》中有言：“命由我立，福由我求。”
2.1190512042079668e-05,Negative,2023/3/24 18:41,心里有很多想法，还有问题，还想学什么东西，一直想要找个师父，至今没找到。 想要找个能与我同行的人，一起做着喜欢的事业，一路一起前行，遇到问题可以相互讨论解决方案，至今没找到此人。 确实，平时工作能躺平绝不多做，遇到大庙小庙都进去拜拜，万事万物都在变，唯独佛前许下的愿望一层不变
1.1848473490116973e-06,Negative,2023/3/24 9:41,日前，新京报一篇指责年轻人《“不上课不上进只上香”》的“雄文”，迅速火出了圈。文章批判了年轻人将生活寄希望于神佛的现实荒唐性，指出奋斗才是青春的底色，鸡汤刚端上来，就被青年人一顿猛喷。在政事堂看来，这文章跟脑残专家建议低收入人群出租闲置房屋如出一辙，被喷也是活该。“拜佛上香”这事儿虽然有点唯心主义，但在如今，却是一个非常公平的赛道。神佛面前，没有“罗马”出生带来的三六九等，只有释迦摩尼座下的人人平等。拜佛时，既不需要拼父母的地位，也不需要拼性别和年龄，所有人都站在一个绝对公平的起跑线上，大家拼的是谁更虔诚。而且，看看现在的年轻人在寺庙求学业、求事业、求财运，就会明白，他们是想要奋斗和努力，但是如今靠自己的奋斗，能够改变的越来越少，便不得不去寻求神佛相助，给他们的奋斗叠宗教Buff。中国的青年是全世界最拼搏的青年，媒体没必要给喂鸡汤，让他们内耗与无意义的内卷，这样只会给既得利益者增加收益。想要解决问题，重要的是想办法给予他们奋斗的上升通道。纵观佛教在中国的发展历史，南北朝的蓬勃发展时期，“三武一宗”怎么灭也灭不掉，是因为当时门阀士族垄断了阶级上升的通道，年轻人没有了什么希望，只能去寻求虚幻。到了北宋之后，佛教就一日不如一日，是随着活字印刷与科举制度提供了上升的通道，年轻人通过“卷学习”就可以改变命运，自然也就对拜佛没有了兴趣。这才是拜佛周期的根源，无知的媒体一味的否定宗教而只知道鼓吹奋斗，小心年轻人不去“上香”，转去“上井冈山”了。回顾历史，为什么70、80后拜佛的少，是因为国家重视科学技术，大学扩大招生，学习和高考可以改变命运。为什么00后拜佛的多，是因为逆天改命的70、80后已经建立了护城河，00后学到的东西都已过时，若是没有一个好爸妈，学习与高考也改变不了太多。媒体与其批判拜佛的现实荒唐，不如想一想，如何能够给年轻人使用更先进的“活字印刷术”便捷的获取知识技术，通过更符合时代生产力的“科举制度”进行内部的公平竞争。过去，中国的70后和80后利用全球化分工，凭借着学到的知识转化为生产力，从内部卷到全球，把中国卷成了世界第二大经济体，也建立了巨大的护城河，让后发展国家难以逾越。如今，以AI和机器人为代表的超级生产力，随着这一波的危机已经破土而出，新一代的中国年轻人只要掌握新的技术，缔造更为强大的生产力，就能绕过我们这些中年人建立的护城河。媒体不应一味的指责灌鸡汤，鼓吹境界和奉献，而是应该像当年支持改革开放一样，帮助他们从事新兴产业建立更为积极和宽容的舆论环境。当中国年轻人把去寺庙上香的劲儿头，用在了AI与数据这些生产力爆发的产业链之上，并能从中获得利益，他们自然就会迸发出让全世界瞩目与震撼的力量。
0.0007325782766557376,Negative,2023/3/24 16:41,新京报早就名声恶臭了，拒绝无良媒体
0.09017067992914674,Negative,2023/3/24 14:37,因为意识到了靠努力不如靠运气。有时候什么都没有做错，只是运气不好，能求谁呢？
0.3805491597408416,Negative,2023/3/24 14:26,当代年轻人考前最后一手·𝒢𝑜𝑜𝒹 𝒟𝒜𝒴 ‎͏
0.011090308272837746,Negative,2023/3/24 12:47,就现在官媒的尿性，绝对的欠收拾，网曝不对，没有人收拾这些人，只能网友自己动手wb
0.11615692055460491,Negative,2023/3/24 12:14,实在有趣，一夜过去所有的媒体发言都是已编辑。风口转向之快堪比漂移。
0.8028572995534083,Positive,2023/3/24 9:37,奋斗？是去啤酒馆，去小船上，去上山？
0.5163163600849672,Positive,2023/3/24 8:15,最好期待还在上香，不然真在想找解决办法的时候，上香的就该是你了
0.49856226287668537,Negative,2023/3/24 6:55,努力才才是硬道理
0.016662587947303353,Negative,2023/3/24 4:54,求个佛都不行了，那我求谁 求老天爷下金子？
0.2539705657312519,Negative,2023/3/24 0:06,不瞒你们说，在广东上香是常态，特别是那些企业公司，大老板更喜欢。有错吗？
0.34834142841149573,Negative,2023/3/23 23:52,笑死了，这不就是我们吗？
0.09872023334165769,Negative,2023/3/23 22:24,如果有神的话，神看的是诚心。不在乎你的出身、背景、实力。很公平。
0.03683830316141601,Negative,2023/3/23 22:12,看到一句很有意思的话，年轻人不上香，年轻人就得上井冈山了。 社会资源被垄断，我刚工作的时候老板站在我面前，智商能感觉到差不多，因为他爸是某某局长，他就是老板，请问我应该怎么去努力？
0.09514578472320534,Negative,2023/3/23 21:36,谁都不能阻止我上香，上周末刚去了静安寺🙏🙏🙏
0.13122880961622463,Negative,2023/3/23 19:37,在充满变数和不确定性的当下，新生代年轻人的心智想法要比上一辈人通透开明得多，传统唯物主义方法论已经无法蛊惑年轻人，“科学”的尽头依然是玄学。  『忧心年轻人上香，不如关心他们在求什么』忧心年轻人上香，不如关心他们在求什么
0.02286143569516752,Negative,2023/3/23 18:15,不然怎么办呢？卷又卷不赢，躺又因为穷而躺不平，只能给自己找点心里寄托，求漫天神佛有空的时候往我身上砸点馅饼啦
0.07135003897323511,Negative,2023/3/23 18:07,文章写尽太平事 ，不敢低头看苍生
0.7686806984269956,Positive,2023/3/23 17:40,这届年轻人真的太难了！ 年轻人上个香，也要被批了吗？
0.3055803711669822,Negative,2023/3/23 17:31,不知道NVIDA的年轻人上不上香，也不知道他们能不能脱的下孔乙己的长袍
0.40546227903668874,Negative,2023/3/23 17:22,评论区都不看具体内容的吗？虽然有标题党嫌疑，但这篇评论内容还是正常的啊。
0.008167179042638972,Negative,2023/3/23 17:08,财神爷啊，他在说糊涂话啊财神爷能不能把他的财运分给我，他说的啊，可不关我事啊
0.1158563158754371,Negative,2023/3/23 16:37,那我现在在干嘛？在坐牢？
0.22341255729217546,Negative,2023/3/23 16:18,人的现实地位愈渺小，膜拜的佛的身躯便愈高大。
0.009222004435207598,Negative,2023/3/23 15:45,《⛰️》 哪有刚刚好的演员，方圆几里的暧昧像风一样，无数的野心没有天份，时光下雨耗尽了花儿和少年，违背的青春只剩一半，可笑的是不会说话的木偶人。
0.9973207044620853,Positive,2023/3/23 15:09,【佩玲心语】看热议“年轻人越来越爱上香”有感。其实在现今的商业社会，想找一块朴素的清净地太难。那么大家自发想去修行之地，无异是一个可以稍微放松的更好选择。年轻人不过是想找一个功名利禄以外的地方稍微歇息喘口气，了解一些文化，给自己增持一些戒律，也未尝不可。佩玲我向来就很喜欢观禅闻道，基本上到了哪个地儿也都要去当地的庙观觐拜，平素也喜欢看禅诗、玄谈、各类经书典籍里的一些道理。本身儒释道三者就互相浸润，相互之间的文化多有影响。广加阅览，取其精华，去其糟粕即可。当然，也得叮嘱大家，上香是寻求一些外力，自己也要做好内功，自己每天工作学习要严谨、衣食住行要自持，需要自己做的功课不可遗漏。把自己的分内事做好了，也才能更好接到那些福气。星座
0.0364048096820323,Negative,2023/3/23 14:53,在这样一个资本环伺、物欲横行的社会，当代年轻人所面对的压力，已经超出了大部分年轻人当前的承受力。既然如此，那年轻人忙里偷闲去一趟与世隔绝、清心寡欲的寺庙又有什么问题呢？想在菩萨面前说出自己的心愿，又何尝不是一种美好的寄托呢？媒体在做批评时更应该思考的是“到底是什么让他们失去了上进的自信，让他们不愿意脱下自己的长衫，让卷得疲惫不堪的他们去选择上香，而不是一味地爹味上身板起训话的面孔”
0.6998924132829516,Positive,2023/3/23 14:50,没有求财神给财富，只求家人平平安安，健健康康，也能是个错？
0.1985544802951873,Negative,2023/3/23 14:43,不想让我给你上香的话就闭上你高贵的嘴巴
0.0053153948221897895,Negative,2023/3/23 13:53,其实，年轻人从来都是最富朝气、最有进取心的可爱群体。正如邹振东教授所说：年轻一代人没有病，有病的可能是咋咋呼呼的我们。老一代永远担心年轻一代是垮掉的一代。可历史与时间都证明：最先垮掉的永远是老一代。
1.0458193943296834e-05,Negative,2023/3/23 13:23,新京报你怎么敢说的呀，我国法律规定宗教信仰自由，上柱香怎么就变成不思进取了？ 多批评一下违法企业和黑心开发商吧，弱者不要抽刀向更弱者可以吗？
0.39735716811502597,Negative,2023/3/23 13:08,对对对天天上香宙斯你们这些无良媒体，祝既得利者嘲讽底层人民的沙比枣撕
0.05591939654519684,Negative,2023/3/23 13:00,啊对对对，寺庙都是现在年轻人刚建的，我们消极避世那考研四百多分还上不了学的高分是中老年人考的？
0.3710437814012745,Negative,2023/3/23 12:34,所以朋友们，哪一家庙比较灵？？
0.013696967970310392,Negative,2023/3/23 11:06,讨厌一些以偏概全的讨伐年轻人不够努力的文章，忽略前人时代红利站在制高点指责年轻人，你们写这些文章的时候想没想过年轻人也有可能成为努力且优秀的杠精。
0.008068195868054184,Negative,2023/3/23 10:46,哈哈好讽刺你不如关心一下上香的内容是什么 “自以为自己站在道德的制高点上评判是非”你敢说你从没有私心私欲，求过神上过香拜过佛？因为世俗的人心太险恶了，所以才会有人把希望寄托在神灵上。虔诚且热烈，我不怕鬼我怕的是人心，我的香上的是虔诚的敬畏
0.05337977951767159,Negative,2023/3/22 10:45,天雨虽宽，不润无根之草；佛法虽广，不度无缘之人。生命中，能解救你，渡你的，唯有自己，自己便是自己的佛！往后余生，愿你洒脱做人，遇雨撑伞，无桥自渡！
0.017952789368159805,Negative,2023/3/23 8:47,以为是哪家无聊媒体，原来是这个🐶东西，除了瞎逼逼还会啥
0.0020357837341188345,Negative,2023/3/23 8:38,新京报属于是擦屁股都嫌侮辱屁股的那一类厕纸
0.0005479764042177759,Negative,2023/3/23 8:09,比起新京报的那篇文章，北京日报的相关点评更加合情合理，年轻人烧香拜佛的“佛系生活”与如今愈发快节奏的社会脱不了干系，越来越卷的社会让奋斗与努力的神话不再那么动人，大家也难以收获到与付出相匹配的回报，于是“躺平”“摆烂”实则是无奈之举，要想从源头上解决问题，光号召年轻人继续奋斗乃是舍本逐末，呼吁全社会重视这一问题共同改善这一现状才是最好的应对之法。 呼和浩特·内蒙古农业大学
0.02204573308143276,Negative,2023/3/23 2:44,你管老子上什么？马上清明了老子还要去上坟嘞🥱
0.21645718620775045,Negative,2023/3/23 0:00,求一份工作，求五险一金
0.015739092215865003,Negative,2023/3/22 23:29,困死了所以语文大概率要当12篇课外做了 明天考完物理就解放！无敌期待秋韵杯！
7.250723571383677e-05,Negative,2023/3/22 23:18,很多时候发现既有方法行不通了，路是死的， 只能寄托于神学了；  如果真的有成功的方法论，为什么还会有这么多loser呢， 是做不到吗，还是试过输过。如果方法论时灵时不灵，就好像物理学不存在了；只能寄希望于神学了，
0.24009854695303856,Negative,2023/3/22 22:42,上香=不奋斗，就这逻辑水平还说那么一堆子，笑死个人
0.00041293273614184667,Negative,2023/3/22 22:27,"魏晋南北朝时,政治黑暗,时局动荡造成佛教大盛.魏晋南北朝三百余年,政权更换快速,篡弑频仍,故政治混乱,民不聊生;加上外族入侵,造成生灵涂炭,人民生活艰苦.普通百姓在现实生活既找不到出路,乃寄心於宗教,寻求心灵的慰藉。以史为镜。"
0.790492905047473,Positive,2023/3/22 22:24,周末复试 闺蜜帮我去上香
7.380370685705628e-07,Negative,2023/3/22 22:22,上小学的时候，就老听电视里面的人说：80后不行，咋地咋地，上中学的时候，报纸、贴吧、论坛又开始聊：90后扶不起来，但结果呢，80后和90后成了咱们国家目前的顶梁柱，是最重要的群体，不可否认的是80后和90后顶住了，没想到毕业了又看到：媒体评年轻人不上课不上进只上香
0.06962855233074217,Negative,2023/3/22 21:13,你可知我是，只为父母身长健，只身千里拜灵山
0.285593637506546,Negative,2023/3/22 20:20,上香惹你了天天年轻人年轻人，老妖怪还没寄呢
0.25451617906095947,Negative,2023/3/22 20:18,说的就是咱们，两天进了三个寺庙@-HALFULL
0.1302999863475377,Negative,2023/3/22 20:00,新京报成功地证明—— 比起烧香许愿祷告， 可能某些媒体的发言是更脱离现实的…
